-0.0507,0.0351,-0.9945;
-0.0468,0.0351,-1.0023;
-0.0468,0.0312,-1.0062;
-0.0468,0.0312,-1.0062;
-0.0585,0.0312,-1.0023;
-0.0546,0.0312,-0.9945;
-0.0585,0.0234,-0.9906;
-0.0468,0.0273,-0.9906;
-0.0507,0.0234,-0.9984;
-0.0507,0.0234,-0.9984;
-0.0507,0.0312,-0.9906;
-0.0546,0.0273,-0.9906;
-0.0546,0.0312,-0.9945;
-0.0546,0.0312,-0.9945;
-0.0546,0.0312,-0.9867;
-0.0546,0.0312,-0.9867;
-0.0546,0.0312,-0.9867;
-0.0468,0.0351,-0.9906;
-0.0546,0.0312,-0.9828;
-0.0546,0.0312,-0.9828;
-0.0546,0.0312,-0.9867;
-0.0585,0.0312,-0.9828;
-0.0585,0.0312,-0.9828;
-0.0507,0.0312,-0.9828;
-0.0546,0.0273,-0.9867;
-0.0585,0.0273,-0.9789;
-0.0585,0.0273,-0.9789;
-0.0624,0.0273,-0.9906;
-0.0546,0.0234,-0.9867;
-0.0546,0.0312,-0.9867;
-0.0546,0.0312,-0.9867;
-0.0429,0.0312,-0.9906;
-0.0546,0.0312,-0.9867;
-0.0546,0.0312,-0.9867;
-0.0546,0.0312,-0.9906;
-0.0546,0.0312,-0.9906;
-0.0507,0.0312,-0.9945;
-0.0546,0.0312,-0.9984;
-0.0546,0.0312,-0.9984;
-0.0663,0.0351,-0.9945;
-0.0585,0.0312,-0.9984;
-0.0546,0.0312,-1.0062;
-0.0585,0.0312,-0.9984;
-0.0585,0.0312,-0.9984;
-0.0624,0.039,-0.9984;
